control,mode,step,temperature,soft_loss,gradient_norm_before_clip,hard_checked,hard_improved,selected_best_step,hard_loss
correct,ENDPOINT_REFERENCE,106,0.1,0.0007108193240128458,4.2448602471267805e-05,False,False,105,
correct,ENDPOINT_REFERENCE,107,0.1,0.0006715011550113559,4.404460560181178e-05,False,False,105,
correct,ENDPOINT_REFERENCE,108,0.1,0.0006406765314750373,4.760503725265153e-05,False,False,105,
correct,ENDPOINT_REFERENCE,109,0.1,0.000611563678830862,4.664496736950241e-05,False,False,105,
correct,ENDPOINT_REFERENCE,110,0.1,0.0005915418150834739,4.433418143889867e-05,True,True,110,0.0013280323473736644
correct,ENDPOINT_REFERENCE,111,0.1,0.0005777773912996054,4.252188227837905e-05,False,False,110,
correct,ENDPOINT_REFERENCE,112,0.1,0.0005662650801241398,4.253651059116237e-05,False,False,110,
correct,ENDPOINT_REFERENCE,113,0.1,0.0005552960792556405,4.2427862354088575e-05,False,False,110,
correct,ENDPOINT_REFERENCE,114,0.1,0.0005443047848530114,3.953764826292172e-05,False,False,110,
correct,ENDPOINT_REFERENCE,115,0.1,0.0005329385749064386,3.656108310678974e-05,True,True,115,0.001253936323337257
correct,ENDPOINT_REFERENCE,116,0.1,0.0005206518690101802,3.560061668395065e-05,False,False,115,
correct,ENDPOINT_REFERENCE,117,0.1,0.000508229888509959,3.567368185031228e-05,False,False,115,
correct,ENDPOINT_REFERENCE,118,0.1,0.0004958358476869762,3.252341412007809e-05,False,False,115,
correct,ENDPOINT_REFERENCE,119,0.1,0.0004851898120250553,3.101662878179923e-05,False,False,115,
correct,ENDPOINT_REFERENCE,120,0.1,0.0004755410482175648,3.0497798434225842e-05,True,True,120,0.0012360360706225038
correct,ENDPOINT_REFERENCE,121,0.1,0.0004666268068831414,2.9048642318230122e-05,False,False,120,
correct,ENDPOINT_REFERENCE,122,0.1,0.00045820168452337384,2.724200203374494e-05,False,False,120,
correct,ENDPOINT_REFERENCE,123,0.1,0.0004510521830525249,2.7310541554470547e-05,False,False,120,
correct,ENDPOINT_REFERENCE,124,0.1,0.00044461400830186903,2.6582336431602016e-05,False,False,120,
correct,ENDPOINT_REFERENCE,125,0.1,0.00043802367872558534,2.4140384994097985e-05,True,True,125,0.0012164943618699908
correct,ENDPOINT_REFERENCE,126,0.1,0.0004314690304454416,2.2870335669722408e-05,False,False,125,
correct,ENDPOINT_REFERENCE,127,0.1,0.0004255457315593958,2.2553967937710695e-05,False,False,125,
correct,ENDPOINT_REFERENCE,128,0.1,0.0004196057270746678,2.064833461190574e-05,False,False,125,
correct,ENDPOINT_REFERENCE,129,0.1,0.0004143287078477442,2.0588218831107952e-05,False,False,125,
correct,ENDPOINT_REFERENCE,130,0.1,0.00040895669371820986,1.9487748431856744e-05,True,True,130,0.001179597107693553
correct,ENDPOINT_REFERENCE,131,0.1,0.00040409082430414855,1.91943472600542e-05,False,False,130,
correct,ENDPOINT_REFERENCE,132,0.1,0.0003994257713202387,1.908634112623986e-05,False,False,130,
correct,ENDPOINT_REFERENCE,133,0.1,0.000395006820326671,1.8147567971027456e-05,False,False,130,
correct,ENDPOINT_REFERENCE,134,0.1,0.0003909320221282542,1.6712427168386057e-05,False,False,130,
correct,ENDPOINT_REFERENCE,135,0.1,0.000387601408874616,1.8219165212940425e-05,True,True,135,0.001129552023485303
correct,ENDPOINT_REFERENCE,136,0.1,0.00038380720070563257,1.704731948848348e-05,False,False,135,
correct,ENDPOINT_REFERENCE,137,0.1,0.0003802228020504117,1.6364932889700867e-05,False,False,135,
correct,ENDPOINT_REFERENCE,138,0.1,0.0003767284797504544,1.4496143194264732e-05,False,False,135,
correct,ENDPOINT_REFERENCE,139,0.1,0.00037377356784418225,1.6610560123808682e-05,False,False,135,
correct,ENDPOINT_REFERENCE,140,0.1,0.00037056716973893344,1.5923487808322534e-05,True,True,140,0.0010876435553655028
correct,ENDPOINT_REFERENCE,141,0.1,0.00036728449049405754,1.4434928743867204e-05,False,False,140,
correct,ENDPOINT_REFERENCE,142,0.1,0.0003642270457930863,1.3287354704516474e-05,False,False,140,
correct,ENDPOINT_REFERENCE,143,0.1,0.0003616411122493446,1.3650797882291954e-05,False,False,140,
correct,ENDPOINT_REFERENCE,144,0.1,0.0003589100087992847,1.309759227297036e-05,False,False,140,
correct,ENDPOINT_REFERENCE,145,0.1,0.00035616575041785836,1.1879418707394507e-05,True,True,145,0.0010646884329617023
correct,ENDPOINT_REFERENCE,146,0.1,0.00035368846147321165,1.0951153853966389e-05,False,False,145,
correct,ENDPOINT_REFERENCE,147,0.1,0.00035161644336767495,1.1328888831485528e-05,False,False,145,
correct,ENDPOINT_REFERENCE,148,0.1,0.00034958450123667717,1.1748267752409447e-05,False,False,145,
correct,ENDPOINT_REFERENCE,149,0.1,0.00034758553374558687,1.0856480002985336e-05,False,False,145,
correct,ENDPOINT_REFERENCE,150,0.1,0.0003456638369243592,9.95231130218599e-06,True,True,150,0.0010434571886435151
correct,ENDPOINT_REFERENCE,151,0.1,0.0003437893174123019,1.0247628779325169e-05,False,False,150,
correct,ENDPOINT_REFERENCE,152,0.1,0.0003420021675992757,9.496951861365233e-06,False,False,150,
correct,ENDPOINT_REFERENCE,153,0.1,0.0003402501461096108,8.593968232162297e-06,False,False,150,
correct,ENDPOINT_REFERENCE,154,0.1,0.00033859602990560234,1.1111481398984324e-05,False,False,150,
