case_id,arm,generation,proposal_index,branch_id,ranking_id,sensitivity_rank_one_based,sensitivity_rank_index_zero_based,sensitivity_score,parent_state_id,child_state_id,parent_hard_rmse,child_hard_rmse,delta_hard_rmse_vs_parent,delta_hard_rmse_vs_empty,empty_hard_rmse,center_x,center_y,center_z,shape,orientation_deg,full_size_x,full_size_y,full_size_z,realized_scale,probe_size_x,probe_size_y,probe_size_z,birth_changed_voxels_vs_parent,child_changed_from_base_voxels,hard_rmse_rank_among_96_one_based,next_beam_cutoff_hard_rmse,margin_child_minus_beam_cutoff,parent_was_valid_beam_state,satisfied_local_continuation_improvement_rule,entered_next_beam,continuation_executed,deterministic_continuation_reason,exact_v2_full_target_geometry_match_count,matched_v2_full_target_failed_vs_parent,condition_violations,truth_used
analytic_five_body,correct,1,22,branch_001df0c817d6265edc1d,g001_b7e43f1d75130653_0000,23,22,5.566443724092096e-05,empty,g001_p000022_empty,0.008885824121534824,0.00932800117880106,0.00044217705726623535,0.00044217705726623535,0.008885824121534824,11.0,41.0,21.0,dike_hemisphere,24.046316962221205,15.727521082664902,12.70611739433694,12.543649458583864,0.25,3.9318802706662255,3.176529348584235,3.135912364645966,19,19,58,0.009027141146361828,0.00030086003243923187,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,23,branch_bb09ee07d4f3ad373eae,g001_b7e43f1d75130653_0000,24,23,5.5664433602942154e-05,empty,g001_p000023_empty,0.008885824121534824,0.009504036046564579,0.0006182119250297546,0.0006182119250297546,0.008885824121534824,11.0,42.0,21.0,dike_hemisphere,29.431657523885622,15.4949785794143,8.79054516317618,6.340410897677041,0.25,3.873744644853575,2.197636290794045,1.5851027244192601,7,7,88,0.009027141146361828,0.00047689490020275116,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,24,branch_2fec84a922c79fd7c53a,g001_b7e43f1d75130653_0000,25,24,4.9821788707049564e-05,empty,g001_p000024_empty,0.008885824121534824,0.009328000247478485,0.00044217612594366074,0.00044217612594366074,0.008885824121534824,40.0,40.0,39.0,dike_hemisphere,104.6165805034426,14.162383720643012,10.921039813943082,12.808272739595862,0.25,3.540595930160753,2.7302599534857706,3.2020681848989656,19,19,56,0.009027141146361828,0.00030085910111665726,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,25,branch_b964a9ff8b9f6fe27a04,g001_b7e43f1d75130653_0000,26,25,4.9821788707049564e-05,empty,g001_p000025_empty,0.008885824121534824,0.009122527204453945,0.0002367030829191208,0.0002367030829191208,0.008885824121534824,40.0,43.0,39.0,dike_hemisphere,97.28757733917105,10.724165173676123,9.933379992288534,12.130224306106765,0.25,2.681041293419031,2.4833449980721336,3.0325560765266912,11,11,21,0.009027141146361828,9.538605809211731e-05,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,26,branch_b366cffa926c478270c2,g001_b7e43f1d75130653_0000,27,26,4.9821785069070756e-05,empty,g001_p000026_empty,0.008885824121534824,0.009460588917136192,0.000574764795601368,0.000574764795601368,0.008885824121534824,43.0,40.0,39.0,ellipsoid,54.01640594060518,7.0155988133818585,13.788492252932086,9.51071556944707,0.25,1.7538997033454646,3.4471230632330214,2.3776788923617675,9,9,82,0.009027141146361828,0.00043344777077436447,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,27,branch_f816aceb13e6450562fd,g001_b7e43f1d75130653_0000,28,27,4.9821785069070756e-05,empty,g001_p000027_empty,0.008885824121534824,0.009458080865442753,0.0005722567439079285,0.0005722567439079285,0.008885824121534824,43.0,43.0,39.0,ellipsoid,76.32087457784891,13.277395392999473,15.03541459903683,11.10483900104514,0.25,3.3193488482498683,3.7588536497592075,2.776209750261285,19,19,78,0.009027141146361828,0.000430939719080925,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,28,branch_c9a71beeb71dc66439f9,g001_b7e43f1d75130653_0000,29,28,4.9791404308052734e-05,empty,g001_p000028_empty,0.008885824121534824,0.009673413820564747,0.0007875896990299225,0.0007875896990299225,0.008885824121534824,8.0,40.0,21.0,ellipsoid,59.23849876696286,11.966143278502052,14.013052934755072,6.5409084727214015,0.25,2.991535819625513,3.503263233688768,1.6352271181803504,9,9,95,0.009027141146361828,0.000646272674202919,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,29,branch_3e2c00319fee6be8258b,g001_b7e43f1d75130653_0000,30,29,4.9791404308052734e-05,empty,g001_p000029_empty,0.008885824121534824,0.009630732238292694,0.0007449081167578697,0.0007449081167578697,0.008885824121534824,8.0,43.0,21.0,ellipsoid,106.61882671995619,12.646421280574245,11.724070690046856,9.557750592532807,0.25,3.161605320143561,2.931017672511714,2.389437648133202,11,11,92,0.009027141146361828,0.0006035910919308662,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,30,branch_552b744e24f3fd8d690a,g001_b7e43f1d75130653_0000,31,30,4.9791400670073926e-05,empty,g001_p000030_empty,0.008885824121534824,0.009331583976745605,0.0004457598552107811,0.0004457598552107811,0.008885824121534824,11.0,40.0,21.0,dike_hemisphere,23.109184532493337,10.931472645888741,10.382683606138892,6.273296075862198,0.25,2.7328681614721853,2.595670901534723,1.5683240189655494,5,5,60,0.009027141146361828,0.0003044428303837776,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,31,branch_bccda5874fe52881162b,g001_b7e43f1d75130653_0000,32,31,4.9791400670073926e-05,empty,g001_p000031_empty,0.008885824121534824,0.009052555076777935,0.00016673095524311066,0.00016673095524311066,0.008885824121534824,11.0,43.0,21.0,dike_hemisphere,124.44187828219665,6.609889496762972,9.372426072185188,11.012213270905512,0.25,1.652472374190743,2.343106518046297,2.753053317726378,5,5,11,0.009027141146361828,2.5413930416107178e-05,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
