case_id,observation_kind,observation_group,trace_index,generation,state_id,parent_id,ranking_id,rank_index,center_x,center_y,center_z,canonical_center_score,hard_rmse,hard_delta_rmse_vs_parent,hard_delta_rmse_vs_empty,hard_improves_parent,hard_improves_empty,condition_violations,shape,material_label,size_x,size_y,size_z,orientation_deg,truth_used
analytic_five_body,correct,correct,45,1,g001_p000044_empty,empty,g001_b7e43f1d75130653_0000,44,10.0,39.0,21.0,4.7197783715091646e-05,0.012458181008696556,0.0035723568871617317,0.0035723568871617317,False,False,0,ellipsoid,9,13.871859006438143,15.237550661523914,8.649215858954182,63.24678491642504,False
analytic_five_body,correct,correct,46,1,g001_p000045_empty,empty,g001_b7e43f1d75130653_0000,45,10.0,44.0,21.0,4.7197783715091646e-05,0.011771926656365395,0.0028861025348305702,0.0028861025348305702,False,False,0,dike_hemisphere,9,13.546548875203555,9.8335090825125,11.509238105906935,30.69380163653439,False
analytic_five_body,correct,correct,47,1,g001_p000046_empty,empty,g001_b7e43f1d75130653_0000,46,12.0,41.0,21.0,4.7197783715091646e-05,0.010535208508372307,0.0016493843868374825,0.0016493843868374825,False,False,0,dike_hemisphere,9,7.873545290577424,9.20824788872492,8.093637787844166,105.67337356054055,False
analytic_five_body,correct,correct,48,1,g001_p000047_empty,empty,g001_b7e43f1d75130653_0000,47,12.0,42.0,21.0,4.719778007711284e-05,0.011491083540022373,0.002605259418487549,0.002605259418487549,False,False,0,dike_hemisphere,9,12.486908506675062,11.137833839182145,9.433253410924252,54.89387169138166,False
analytic_five_body,correct,correct,49,1,g001_p000048_empty,empty,g001_b7e43f1d75130653_0000,48,39.0,40.0,39.0,4.1637442336650565e-05,0.012831547297537327,0.0039457231760025024,0.0039457231760025024,False,False,0,ellipsoid,9,11.830173338036658,15.692692288167056,11.737385580209871,11.511516162896097,False
analytic_five_body,correct,correct,50,1,g001_p000049_empty,empty,g001_b7e43f1d75130653_0000,49,39.0,43.0,39.0,4.1637442336650565e-05,0.01119187381118536,0.0023060496896505356,0.0023060496896505356,False,False,0,dike_hemisphere,9,9.91898471571345,11.863813094322051,9.31467274924572,86.50424091128035,False
analytic_five_body,correct,correct,51,1,g001_p000050_empty,empty,g001_b7e43f1d75130653_0000,50,40.0,39.0,39.0,4.1637442336650565e-05,0.011020240373909473,0.002134416252374649,0.002134416252374649,False,False,0,dike_hemisphere,9,7.050800582496871,13.18444838366674,8.042981569926994,8.562174382815204,False
analytic_five_body,correct,correct,52,1,g001_p000051_empty,empty,g001_b7e43f1d75130653_0000,51,40.0,44.0,39.0,4.1637442336650565e-05,0.010759224183857441,0.0018734000623226166,0.0018734000623226166,False,False,0,dike_hemisphere,9,6.0543425869012415,11.793585515572703,6.405522688230285,160.32217081930264,False
analytic_five_body,correct,correct,53,1,g001_p000052_empty,empty,g001_b7e43f1d75130653_0000,52,43.0,39.0,39.0,4.163743869867176e-05,0.010804278776049614,0.0019184546545147896,0.0019184546545147896,False,False,0,ellipsoid,9,13.666273890508705,9.216372998005763,8.946329621200327,134.41318663822463,False
analytic_five_body,correct,correct,54,1,g001_p000053_empty,empty,g001_b7e43f1d75130653_0000,53,43.0,44.0,39.0,4.163743869867176e-05,0.011391970328986645,0.0025061462074518204,0.0025061462074518204,False,False,0,ellipsoid,9,14.62778725453722,9.591409797463651,9.646445275143261,127.1257190256391,False
