sample_id,class_id,truth_present,truth_volume,predicted_volume,volume_error,absolute_volume_error_fraction,iou,precision,recall,candidate_id,seed,local_sample_id
11,2,True,24520,21814,-2706,0.11035889070146819,0.7422071818010905,0.9048776015402952,0.8050163132137031,seed242_sample3,242,3
11,3,True,14533,7531,-7002,0.4818000412853506,0.21994913192524604,0.5282167042889391,0.2737218743549164,seed242_sample3,242,3
11,4,True,73801,96549,22748,0.30823430576821453,0.541908037653874,0.6200996385255155,0.8112356201135486,seed242_sample3,242,3
11,5,True,18902,33000,14098,0.7458470003174267,0.2507711586658955,0.31533333333333335,0.5505237541000952,seed242_sample3,242,3
11,6,True,11543,232,-11311,0.9799012388460538,0.009949395316922549,0.5,0.010049380576973058,seed242_sample3,242,3
11,7,False,0,0,0,nan,nan,nan,nan,seed242_sample3,242,3
11,8,False,0,0,0,nan,nan,nan,nan,seed242_sample3,242,3
11,9,True,8968,6566,-2402,0.26784121320249776,0.030789648307896482,0.07066707279926897,0.05173951828724353,seed242_sample3,242,3
11,10,False,0,98,98,nan,0.0,0.0,nan,seed242_sample3,242,3
11,11,False,0,153,153,nan,0.0,0.0,nan,seed242_sample3,242,3
11,12,False,0,0,0,nan,nan,nan,nan,seed242_sample3,242,3
11,13,True,15,0,-15,1.0,0.0,nan,0.0,seed242_sample3,242,3
